date,county,state,fips,cases,deaths,new cases,new deaths
2020-05-28,Highlands,Florida,12055.0,119,8,5,0
2020-05-29,Highlands,Florida,12055.0,120,9,1,1
2020-05-30,Highlands,Florida,12055.0,127,9,7,0
2020-05-31,Highlands,Florida,12055.0,129,9,2,0
2020-06-01,Highlands,Florida,12055.0,130,9,1,0
2020-06-02,Highlands,Florida,12055.0,132,9,2,0
2020-06-03,Highlands,Florida,12055.0,134,9,2,0
2020-06-04,Highlands,Florida,12055.0,138,9,4,0
2020-06-05,Highlands,Florida,12055.0,141,9,3,0
2020-06-06,Highlands,Florida,12055.0,143,9,2,0
2020-06-07,Highlands,Florida,12055.0,146,9,3,0
2020-06-08,Highlands,Florida,12055.0,150,9,4,0
2020-06-09,Highlands,Florida,12055.0,150,9,0,0
2020-06-10,Highlands,Florida,12055.0,153,9,3,0
2020-06-11,Highlands,Florida,12055.0,160,9,7,0
2020-06-12,Highlands,Florida,12055.0,169,9,9,0
2020-06-13,Highlands,Florida,12055.0,170,9,1,0
2020-06-14,Highlands,Florida,12055.0,171,9,1,0
2020-06-15,Highlands,Florida,12055.0,172,9,1,0
2020-06-16,Highlands,Florida,12055.0,192,9,20,0
2020-06-17,Highlands,Florida,12055.0,197,9,5,0
2020-06-18,Highlands,Florida,12055.0,200,9,3,0
2020-06-19,Highlands,Florida,12055.0,206,9,6,0
2020-06-20,Highlands,Florida,12055.0,215,9,9,0
2020-06-21,Highlands,Florida,12055.0,226,10,11,1
2020-06-22,Highlands,Florida,12055.0,238,10,12,0
2020-06-23,Highlands,Florida,12055.0,258,10,20,0
2020-06-24,Highlands,Florida,12055.0,270,10,12,0
2020-06-25,Highlands,Florida,12055.0,279,11,9,1
2020-06-26,Highlands,Florida,12055.0,284,11,5,0
2020-06-27,Highlands,Florida,12055.0,373,11,89,0
2020-06-28,Highlands,Florida,12055.0,324,11,-49,0
2020-06-29,Highlands,Florida,12055.0,345,11,21,0
2020-06-30,Highlands,Florida,12055.0,350,11,5,0
2020-07-01,Highlands,Florida,12055.0,365,11,15,0
2020-07-02,Highlands,Florida,12055.0,372,11,7,0
2020-07-03,Highlands,Florida,12055.0,390,11,18,0
2020-07-04,Highlands,Florida,12055.0,397,11,7,0
2020-07-05,Highlands,Florida,12055.0,405,11,8,0
2020-07-06,Highlands,Florida,12055.0,416,12,11,1
2020-07-07,Highlands,Florida,12055.0,435,12,19,0
2020-07-08,Highlands,Florida,12055.0,457,12,22,0
2020-07-09,Highlands,Florida,12055.0,473,12,16,0
2020-03-01,Hillsborough,Florida,12057.0,1,0,1,0
2020-03-02,Hillsborough,Florida,12057.0,1,0,0,0
2020-03-03,Hillsborough,Florida,12057.0,2,0,1,0
2020-03-04,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-05,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-06,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-07,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-08,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-09,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-10,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-11,Hillsborough,Florida,12057.0,2,0,0,0
2020-03-12,Hillsborough,Florida,12057.0,3,0,1,0
2020-03-13,Hillsborough,Florida,12057.0,3,0,0,0
2020-03-14,Hillsborough,Florida,12057.0,3,0,0,0
2020-03-15,Hillsborough,Florida,12057.0,6,0,3,0
2020-03-16,Hillsborough,Florida,12057.0,6,0,0,0
2020-03-17,Hillsborough,Florida,12057.0,9,0,3,0
2020-03-18,Hillsborough,Florida,12057.0,14,0,5,0
2020-03-19,Hillsborough,Florida,12057.0,20,0,6,0
2020-03-20,Hillsborough,Florida,12057.0,32,0,12,0
2020-03-21,Hillsborough,Florida,12057.0,47,0,15,0
2020-03-22,Hillsborough,Florida,12057.0,58,0,11,0
2020-03-23,Hillsborough,Florida,12057.0,75,0,17,0
2020-03-24,Hillsborough,Florida,12057.0,95,0,20,0
2020-03-25,Hillsborough,Florida,12057.0,123,0,28,0
2020-03-26,Hillsborough,Florida,12057.0,151,1,28,1
2020-03-27,Hillsborough,Florida,12057.0,174,2,23,1
2020-03-28,Hillsborough,Florida,12057.0,206,2,32,0
2020-03-29,Hillsborough,Florida,12057.0,225,2,19,0
2020-03-30,Hillsborough,Florida,12057.0,272,2,47,0
2020-03-31,Hillsborough,Florida,12057.0,305,3,33,1
2020-04-01,Hillsborough,Florida,12057.0,362,3,57,0
2020-04-02,Hillsborough,Florida,12057.0,404,5,42,2
2020-04-03,Hillsborough,Florida,12057.0,463,5,59,0
2020-04-04,Hillsborough,Florida,12057.0,497,5,34,0
2020-04-05,Hillsborough,Florida,12057.0,536,5,39,0
2020-04-06,Hillsborough,Florida,12057.0,575,5,39,0
2020-04-07,Hillsborough,Florida,12057.0,608,7,33,2
2020-04-08,Hillsborough,Florida,12057.0,631,7,23,0
2020-04-09,Hillsborough,Florida,12057.0,657,9,26,2
2020-04-10,Hillsborough,Florida,12057.0,676,12,19,3
2020-04-11,Hillsborough,Florida,12057.0,698,15,22,3
2020-04-12,Hillsborough,Florida,12057.0,759,16,61,1
2020-04-13,Hillsborough,Florida,12057.0,813,16,54,0
2020-04-14,Hillsborough,Florida,12057.0,819,18,6,2
2020-04-15,Hillsborough,Florida,12057.0,870,18,51,0
2020-04-16,Hillsborough,Florida,12057.0,878,18,8,0
2020-04-17,Hillsborough,Florida,12057.0,924,19,46,1
2020-04-18,Hillsborough,Florida,12057.0,943,19,19,0
2020-04-19,Hillsborough,Florida,12057.0,960,19,17,0
2020-04-20,Hillsborough,Florida,12057.0,973,19,13,0
2020-04-21,Hillsborough,Florida,12057.0,979,20,6,1
2020-04-22,Hillsborough,Florida,12057.0,982,20,3,0
2020-04-23,Hillsborough,Florida,12057.0,1008,21,26,1
2020-04-24,Hillsborough,Florida,12057.0,1022,21,14,0
2020-04-25,Hillsborough,Florida,12057.0,1041,21,19,0
2020-04-26,Hillsborough,Florida,12057.0,1048,21,7,0
2020-04-27,Hillsborough,Florida,12057.0,1062,21,14,0
2020-04-28,Hillsborough,Florida,12057.0,1080,22,18,1
2020-04-29,Hillsborough,Florida,12057.0,1105,23,25,1
2020-04-30,Hillsborough,Florida,12057.0,1124,23,19,0
2020-05-01,Hillsborough,Florida,12057.0,1163,24,39,1
2020-05-02,Hillsborough,Florida,12057.0,1240,24,77,0
2020-05-03,Hillsborough,Florida,12057.0,1281,27,41,3
2020-05-04,Hillsborough,Florida,12057.0,1300,29,19,2
2020-05-05,Hillsborough,Florida,12057.0,1324,32,24,3
2020-05-06,Hillsborough,Florida,12057.0,1331,33,7,1
2020-05-07,Hillsborough,Florida,12057.0,1364,36,33,3
2020-05-08,Hillsborough,Florida,12057.0,1371,37,7,1
2020-05-09,Hillsborough,Florida,12057.0,1400,37,29,0
2020-05-10,Hillsborough,Florida,12057.0,1432,37,32,0
2020-05-11,Hillsborough,Florida,12057.0,1448,38,16,1
2020-05-12,Hillsborough,Florida,12057.0,1473,41,25,3
2020-05-13,Hillsborough,Florida,12057.0,1494,44,21,3
2020-05-14,Hillsborough,Florida,12057.0,1530,46,36,2
2020-05-15,Hillsborough,Florida,12057.0,1568,47,38,1
2020-05-16,Hillsborough,Florida,12057.0,1585,51,17,4
2020-05-17,Hillsborough,Florida,12057.0,1614,53,29,2
2020-05-18,Hillsborough,Florida,12057.0,1653,55,39,2
2020-05-19,Hillsborough,Florida,12057.0,1670,60,17,5
2020-05-20,Hillsborough,Florida,12057.0,1703,64,33,4
2020-05-21,Hillsborough,Florida,12057.0,1767,64,64,0
2020-05-22,Hillsborough,Florida,12057.0,1790,70,23,6
2020-05-23,Hillsborough,Florida,12057.0,1823,72,33,2
2020-05-24,Hillsborough,Florida,12057.0,1883,72,60,0
2020-05-25,Hillsborough,Florida,12057.0,1939,72,56,0
2020-05-26,Hillsborough,Florida,12057.0,1969,72,30,0
2020-05-27,Hillsborough,Florida,12057.0,1995,72,26,0
2020-05-28,Hillsborough,Florida,12057.0,2019,76,24,4
2020-05-29,Hillsborough,Florida,12057.0,2069,79,50,3
2020-05-30,Hillsborough,Florida,12057.0,2129,81,60,2
2020-05-31,Hillsborough,Florida,12057.0,2201,81,72,0
2020-06-01,Hillsborough,Florida,12057.0,2251,81,50,0
2020-06-02,Hillsborough,Florida,12057.0,2285,81,34,0
2020-06-03,Hillsborough,Florida,12057.0,2384,84,99,3
2020-06-04,Hillsborough,Florida,12057.0,2479,85,95,1
2020-06-05,Hillsborough,Florida,12057.0,2554,88,75,3
2020-06-06,Hillsborough,Florida,12057.0,2643,90,89,2
2020-06-07,Hillsborough,Florida,12057.0,2748,90,105,0
2020-06-08,Hillsborough,Florida,12057.0,2861,91,113,1
2020-06-09,Hillsborough,Florida,12057.0,2923,93,62,2
2020-06-10,Hillsborough,Florida,12057.0,3027,94,104,1
2020-06-11,Hillsborough,Florida,12057.0,3174,96,147,2
2020-06-12,Hillsborough,Florida,12057.0,3295,99,121,3
2020-06-13,Hillsborough,Florida,12057.0,3504,99,209,0
2020-06-14,Hillsborough,Florida,12057.0,3613,99,109,0
2020-06-15,Hillsborough,Florida,12057.0,3826,99,213,0
2020-06-16,Hillsborough,Florida,12057.0,4029,103,203,4
2020-06-17,Hillsborough,Florida,12057.0,4273,104,244,1
2020-06-18,Hillsborough,Florida,12057.0,4610,105,337,1
2020-06-19,Hillsborough,Florida,12057.0,4982,109,372,4
2020-06-20,Hillsborough,Florida,12057.0,5319,114,337,5
2020-06-21,Hillsborough,Florida,12057.0,5580,114,261,0
2020-06-22,Hillsborough,Florida,12057.0,5973,115,393,1
2020-06-23,Hillsborough,Florida,12057.0,6176,119,203,4
2020-06-24,Hillsborough,Florida,12057.0,6892,121,716,2
2020-06-25,Hillsborough,Florida,12057.0,7329,127,437,6
2020-06-26,Hillsborough,Florida,12057.0,8018,132,689,5
2020-06-27,Hillsborough,Florida,12057.0,9130,132,1112,0
2020-06-28,Hillsborough,Florida,12057.0,9918,132,788,0
2020-06-29,Hillsborough,Florida,12057.0,10323,135,405,3
2020-06-30,Hillsborough,Florida,12057.0,10752,138,429,3
2020-07-01,Hillsborough,Florida,12057.0,11465,140,713,2
2020-07-02,Hillsborough,Florida,12057.0,12376,145,911,5
2020-07-03,Hillsborough,Florida,12057.0,13044,148,668,3
2020-07-04,Hillsborough,Florida,12057.0,13700,150,656,2
2020-07-05,Hillsborough,Florida,12057.0,14336,150,636,0
2020-07-06,Hillsborough,Florida,12057.0,14677,158,341,8
2020-07-07,Hillsborough,Florida,12057.0,15362,163,685,5
2020-07-08,Hillsborough,Florida,12057.0,16099,163,737,0
2020-07-09,Hillsborough,Florida,12057.0,16666,182,567,19
2020-03-30,Holmes,Florida,12059.0,1,0,1,0
2020-03-31,Holmes,Florida,12059.0,1,0,0,0
2020-04-01,Holmes,Florida,12059.0,1,0,0,0
2020-04-02,Holmes,Florida,12059.0,1,0,0,0
2020-04-03,Holmes,Florida,12059.0,1,0,0,0
2020-04-04,Holmes,Florida,12059.0,1,0,0,0
2020-04-05,Holmes,Florida,12059.0,1,0,0,0
2020-04-06,Holmes,Florida,12059.0,1,0,0,0
2020-04-07,Holmes,Florida,12059.0,2,0,1,0
2020-04-08,Holmes,Florida,12059.0,2,0,0,0
2020-04-09,Holmes,Florida,12059.0,2,0,0,0
2020-04-10,Holmes,Florida,12059.0,2,0,0,0
2020-04-11,Holmes,Florida,12059.0,2,0,0,0
2020-04-12,Holmes,Florida,12059.0,2,0,0,0
2020-04-13,Holmes,Florida,12059.0,2,0,0,0
2020-04-14,Holmes,Florida,12059.0,4,0,2,0
2020-04-15,Holmes,Florida,12059.0,4,0,0,0
2020-04-16,Holmes,Florida,12059.0,4,0,0,0
2020-04-17,Holmes,Florida,12059.0,5,0,1,0
2020-04-18,Holmes,Florida,12059.0,5,0,0,0
2020-04-19,Holmes,Florida,12059.0,6,0,1,0
2020-04-20,Holmes,Florida,12059.0,6,0,0,0
2020-04-21,Holmes,Florida,12059.0,8,0,2,0
2020-04-22,Holmes,Florida,12059.0,8,0,0,0
2020-04-23,Holmes,Florida,12059.0,9,0,1,0
2020-04-24,Holmes,Florida,12059.0,9,0,0,0
2020-04-25,Holmes,Florida,12059.0,9,0,0,0
2020-04-26,Holmes,Florida,12059.0,9,0,0,0
2020-04-27,Holmes,Florida,12059.0,9,0,0,0
2020-04-28,Holmes,Florida,12059.0,9,0,0,0
2020-04-29,Holmes,Florida,12059.0,9,0,0,0
2020-04-30,Holmes,Florida,12059.0,10,0,1,0
2020-05-01,Holmes,Florida,12059.0,10,0,0,0
2020-05-02,Holmes,Florida,12059.0,10,0,0,0
2020-05-03,Holmes,Florida,12059.0,10,0,0,0
2020-05-04,Holmes,Florida,12059.0,10,0,0,0
2020-05-05,Holmes,Florida,12059.0,10,0,0,0
2020-05-06,Holmes,Florida,12059.0,10,0,0,0
2020-05-07,Holmes,Florida,12059.0,10,0,0,0
2020-05-08,Holmes,Florida,12059.0,10,0,0,0
2020-05-09,Holmes,Florida,12059.0,10,0,0,0
2020-05-10,Holmes,Florida,12059.0,10,0,0,0
2020-05-11,Holmes,Florida,12059.0,10,0,0,0
2020-05-12,Holmes,Florida,12059.0,10,0,0,0
2020-05-13,Holmes,Florida,12059.0,10,0,0,0
2020-05-14,Holmes,Florida,12059.0,10,0,0,0
2020-05-15,Holmes,Florida,12059.0,11,0,1,0
2020-05-16,Holmes,Florida,12059.0,10,0,-1,0
2020-05-17,Holmes,Florida,12059.0,10,0,0,0
2020-05-18,Holmes,Florida,12059.0,12,0,2,0
2020-05-19,Holmes,Florida,12059.0,10,0,-2,0
2020-05-20,Holmes,Florida,12059.0,11,0,1,0
2020-05-21,Holmes,Florida,12059.0,14,0,3,0
2020-05-22,Holmes,Florida,12059.0,16,0,2,0
2020-05-23,Holmes,Florida,12059.0,14,0,-2,0
2020-05-24,Holmes,Florida,12059.0,14,0,0,0
2020-05-25,Holmes,Florida,12059.0,14,0,0,0
2020-05-26,Holmes,Florida,12059.0,18,0,4,0
2020-05-27,Holmes,Florida,12059.0,18,0,0,0
2020-05-28,Holmes,Florida,12059.0,18,0,0,0
2020-05-29,Holmes,Florida,12059.0,19,0,1,0
2020-05-30,Holmes,Florida,12059.0,19,0,0,0
2020-05-31,Holmes,Florida,12059.0,19,0,0,0
2020-06-01,Holmes,Florida,12059.0,19,0,0,0
2020-06-02,Holmes,Florida,12059.0,23,0,4,0
2020-06-03,Holmes,Florida,12059.0,24,0,1,0
2020-06-04,Holmes,Florida,12059.0,26,0,2,0
2020-06-05,Holmes,Florida,12059.0,30,0,4,0
2020-06-06,Holmes,Florida,12059.0,30,0,0,0
2020-06-07,Holmes,Florida,12059.0,30,0,0,0
2020-06-08,Holmes,Florida,12059.0,30,0,0,0
2020-06-09,Holmes,Florida,12059.0,30,0,0,0
2020-06-10,Holmes,Florida,12059.0,31,0,1,0
2020-06-11,Holmes,Florida,12059.0,31,0,0,0
2020-06-12,Holmes,Florida,12059.0,31,0,0,0
2020-06-13,Holmes,Florida,12059.0,31,0,0,0
2020-06-14,Holmes,Florida,12059.0,31,0,0,0
2020-06-15,Holmes,Florida,12059.0,31,0,0,0
2020-06-16,Holmes,Florida,12059.0,31,0,0,0
2020-06-17,Holmes,Florida,12059.0,32,0,1,0
2020-06-18,Holmes,Florida,12059.0,33,0,1,0
2020-06-19,Holmes,Florida,12059.0,45,0,12,0
2020-06-20,Holmes,Florida,12059.0,47,0,2,0
2020-06-21,Holmes,Florida,12059.0,47,0,0,0
2020-06-22,Holmes,Florida,12059.0,58,0,11,0
2020-06-23,Holmes,Florida,12059.0,121,0,63,0
2020-06-24,Holmes,Florida,12059.0,137,0,16,0
2020-06-25,Holmes,Florida,12059.0,147,0,10,0
2020-06-26,Holmes,Florida,12059.0,150,0,3,0
2020-06-27,Holmes,Florida,12059.0,161,0,11,0
2020-06-28,Holmes,Florida,12059.0,161,0,0,0
2020-06-29,Holmes,Florida,12059.0,161,0,0,0
2020-06-30,Holmes,Florida,12059.0,177,0,16,0
2020-07-01,Holmes,Florida,12059.0,181,0,4,0
2020-07-02,Holmes,Florida,12059.0,191,0,10,0
2020-07-03,Holmes,Florida,12059.0,196,0,5,0
2020-07-04,Holmes,Florida,12059.0,195,0,-1,0
2020-07-05,Holmes,Florida,12059.0,199,0,4,0
2020-07-06,Holmes,Florida,12059.0,199,0,0,0
2020-07-07,Holmes,Florida,12059.0,201,0,2,0
2020-07-08,Holmes,Florida,12059.0,207,0,6,0
2020-07-09,Holmes,Florida,12059.0,212,0,5,0
2020-03-19,Indian River,Florida,12061.0,1,0,1,0
2020-03-20,Indian River,Florida,12061.0,3,0,2,0
2020-03-21,Indian River,Florida,12061.0,5,0,2,0
2020-03-22,Indian River,Florida,12061.0,8,0,3,0
2020-03-23,Indian River,Florida,12061.0,10,0,2,0
2020-03-24,Indian River,Florida,12061.0,12,0,2,0
2020-03-25,Indian River,Florida,12061.0,12,0,0,0
2020-03-26,Indian River,Florida,12061.0,14,0,2,0
2020-03-27,Indian River,Florida,12061.0,15,0,1,0
2020-03-28,Indian River,Florida,12061.0,16,0,1,0
2020-03-29,Indian River,Florida,12061.0,20,0,4,0
2020-03-30,Indian River,Florida,12061.0,25,0,5,0
2020-03-31,Indian River,Florida,12061.0,33,0,8,0
2020-04-01,Indian River,Florida,12061.0,35,0,2,0
2020-04-02,Indian River,Florida,12061.0,41,0,6,0
2020-04-03,Indian River,Florida,12061.0,47,0,6,0
2020-04-04,Indian River,Florida,12061.0,50,0,3,0
2020-04-05,Indian River,Florida,12061.0,55,0,5,0
2020-04-06,Indian River,Florida,12061.0,60,0,5,0
2020-04-07,Indian River,Florida,12061.0,62,0,2,0
2020-04-08,Indian River,Florida,12061.0,65,0,3,0
2020-04-09,Indian River,Florida,12061.0,68,0,3,0
2020-04-10,Indian River,Florida,12061.0,70,1,2,1
2020-04-11,Indian River,Florida,12061.0,72,1,2,0
2020-04-12,Indian River,Florida,12061.0,74,1,2,0
2020-04-13,Indian River,Florida,12061.0,77,1,3,0
2020-04-14,Indian River,Florida,12061.0,77,1,0,0
2020-04-15,Indian River,Florida,12061.0,78,1,1,0
2020-04-16,Indian River,Florida,12061.0,83,2,5,1
2020-04-17,Indian River,Florida,12061.0,83,2,0,0
2020-04-18,Indian River,Florida,12061.0,83,2,0,0
2020-04-19,Indian River,Florida,12061.0,84,3,1,1
2020-04-20,Indian River,Florida,12061.0,85,4,1,1
2020-04-21,Indian River,Florida,12061.0,85,4,0,0
2020-04-22,Indian River,Florida,12061.0,85,5,0,1
2020-04-23,Indian River,Florida,12061.0,88,5,3,0
2020-04-24,Indian River,Florida,12061.0,89,5,1,0
2020-04-25,Indian River,Florida,12061.0,89,5,0,0
2020-04-26,Indian River,Florida,12061.0,89,5,0,0
2020-04-27,Indian River,Florida,12061.0,90,5,1,0
2020-04-28,Indian River,Florida,12061.0,90,6,0,1
2020-04-29,Indian River,Florida,12061.0,90,7,0,1
2020-04-30,Indian River,Florida,12061.0,90,7,0,0
2020-05-01,Indian River,Florida,12061.0,91,8,1,1
2020-05-02,Indian River,Florida,12061.0,92,8,1,0
2020-05-03,Indian River,Florida,12061.0,97,8,5,0
2020-05-04,Indian River,Florida,12061.0,98,8,1,0
2020-05-05,Indian River,Florida,12061.0,99,8,1,0
2020-05-06,Indian River,Florida,12061.0,99,8,0,0
2020-05-07,Indian River,Florida,12061.0,99,8,0,0
2020-05-08,Indian River,Florida,12061.0,100,8,1,0
2020-05-09,Indian River,Florida,12061.0,100,8,0,0
2020-05-10,Indian River,Florida,12061.0,100,8,0,0
2020-05-11,Indian River,Florida,12061.0,100,8,0,0
2020-05-12,Indian River,Florida,12061.0,102,9,2,1
2020-05-13,Indian River,Florida,12061.0,102,9,0,0
2020-05-14,Indian River,Florida,12061.0,103,9,1,0
2020-05-15,Indian River,Florida,12061.0,104,9,1,0
2020-05-16,Indian River,Florida,12061.0,104,9,0,0
2020-05-17,Indian River,Florida,12061.0,106,9,2,0
2020-05-18,Indian River,Florida,12061.0,106,9,0,0
2020-05-19,Indian River,Florida,12061.0,108,9,2,0
2020-05-20,Indian River,Florida,12061.0,108,9,0,0
2020-05-21,Indian River,Florida,12061.0,110,9,2,0
2020-05-22,Indian River,Florida,12061.0,112,9,2,0
2020-05-23,Indian River,Florida,12061.0,113,9,1,0
2020-05-24,Indian River,Florida,12061.0,116,9,3,0
2020-05-25,Indian River,Florida,12061.0,117,9,1,0
2020-05-26,Indian River,Florida,12061.0,119,9,2,0
2020-05-27,Indian River,Florida,12061.0,119,9,0,0
2020-05-28,Indian River,Florida,12061.0,120,9,1,0
2020-05-29,Indian River,Florida,12061.0,122,9,2,0
2020-05-30,Indian River,Florida,12061.0,126,10,4,1
2020-05-31,Indian River,Florida,12061.0,130,10,4,0
2020-06-01,Indian River,Florida,12061.0,133,10,3,0
2020-06-02,Indian River,Florida,12061.0,138,10,5,0
2020-06-03,Indian River,Florida,12061.0,139,10,1,0
2020-06-04,Indian River,Florida,12061.0,144,10,5,0
2020-06-05,Indian River,Florida,12061.0,154,11,10,1
2020-06-06,Indian River,Florida,12061.0,160,11,6,0
2020-06-07,Indian River,Florida,12061.0,164,11,4,0
2020-06-08,Indian River,Florida,12061.0,167,11,3,0
2020-06-09,Indian River,Florida,12061.0,167,11,0,0
2020-06-10,Indian River,Florida,12061.0,172,11,5,0
2020-06-11,Indian River,Florida,12061.0,177,11,5,0
2020-06-12,Indian River,Florida,12061.0,190,11,13,0
2020-06-13,Indian River,Florida,12061.0,197,11,7,0
2020-06-14,Indian River,Florida,12061.0,205,11,8,0
2020-06-15,Indian River,Florida,12061.0,216,12,11,1
2020-06-16,Indian River,Florida,12061.0,234,12,18,0
2020-06-17,Indian River,Florida,12061.0,256,12,22,0
2020-06-18,Indian River,Florida,12061.0,284,12,28,0
2020-06-19,Indian River,Florida,12061.0,317,13,33,1
2020-06-20,Indian River,Florida,12061.0,369,14,52,1
2020-06-21,Indian River,Florida,12061.0,389,15,20,1
2020-06-22,Indian River,Florida,12061.0,409,15,20,0
2020-06-23,Indian River,Florida,12061.0,422,15,13,0
2020-06-24,Indian River,Florida,12061.0,457,15,35,0
2020-06-25,Indian River,Florida,12061.0,479,16,22,1
2020-06-26,Indian River,Florida,12061.0,541,16,62,0
2020-06-27,Indian River,Florida,12061.0,620,16,79,0
2020-06-28,Indian River,Florida,12061.0,655,16,35,0
2020-06-29,Indian River,Florida,12061.0,686,16,31,0
2020-06-30,Indian River,Florida,12061.0,697,16,11,0
2020-07-01,Indian River,Florida,12061.0,739,16,42,0
2020-07-02,Indian River,Florida,12061.0,772,16,33,0
2020-07-03,Indian River,Florida,12061.0,820,16,48,0
2020-07-04,Indian River,Florida,12061.0,897,16,77,0
2020-07-05,Indian River,Florida,12061.0,932,17,35,1
2020-07-06,Indian River,Florida,12061.0,953,17,21,0
2020-07-07,Indian River,Florida,12061.0,969,17,16,0
2020-07-08,Indian River,Florida,12061.0,992,17,23,0
2020-07-09,Indian River,Florida,12061.0,1045,18,53,1
2020-03-19,Jackson,Florida,12063.0,1,0,1,0
2020-03-20,Jackson,Florida,12063.0,1,0,0,0
2020-03-21,Jackson,Florida,12063.0,1,0,0,0
2020-03-22,Jackson,Florida,12063.0,1,0,0,0
2020-03-23,Jackson,Florida,12063.0,1,0,0,0
2020-03-24,Jackson,Florida,12063.0,1,0,0,0
2020-03-25,Jackson,Florida,12063.0,1,0,0,0
2020-03-26,Jackson,Florida,12063.0,1,0,0,0
2020-03-27,Jackson,Florida,12063.0,1,0,0,0
2020-03-28,Jackson,Florida,12063.0,1,0,0,0
2020-03-29,Jackson,Florida,12063.0,2,0,1,0
2020-03-30,Jackson,Florida,12063.0,2,0,0,0
2020-03-31,Jackson,Florida,12063.0,2,0,0,0
2020-04-01,Jackson,Florida,12063.0,4,0,2,0
2020-04-02,Jackson,Florida,12063.0,4,0,0,0
2020-04-03,Jackson,Florida,12063.0,4,0,0,0
2020-04-04,Jackson,Florida,12063.0,4,0,0,0
2020-04-05,Jackson,Florida,12063.0,4,0,0,0
2020-04-06,Jackson,Florida,12063.0,4,0,0,0
2020-04-07,Jackson,Florida,12063.0,4,0,0,0
2020-04-08,Jackson,Florida,12063.0,4,0,0,0
2020-04-09,Jackson,Florida,12063.0,5,0,1,0
2020-04-10,Jackson,Florida,12063.0,5,0,0,0
2020-04-11,Jackson,Florida,12063.0,6,0,1,0
2020-04-12,Jackson,Florida,12063.0,6,0,0,0
2020-04-13,Jackson,Florida,12063.0,6,0,0,0
2020-04-14,Jackson,Florida,12063.0,6,0,0,0
2020-04-15,Jackson,Florida,12063.0,6,0,0,0
2020-04-16,Jackson,Florida,12063.0,8,0,2,0
2020-04-17,Jackson,Florida,12063.0,8,0,0,0
2020-04-18,Jackson,Florida,12063.0,8,0,0,0
2020-04-19,Jackson,Florida,12063.0,8,0,0,0
2020-04-20,Jackson,Florida,12063.0,9,0,1,0
2020-04-21,Jackson,Florida,12063.0,11,0,2,0
2020-04-22,Jackson,Florida,12063.0,11,0,0,0
2020-04-23,Jackson,Florida,12063.0,13,0,2,0
2020-04-24,Jackson,Florida,12063.0,13,0,0,0
2020-04-25,Jackson,Florida,12063.0,13,0,0,0
2020-04-26,Jackson,Florida,12063.0,13,0,0,0
2020-04-27,Jackson,Florida,12063.0,13,0,0,0
2020-04-28,Jackson,Florida,12063.0,13,0,0,0
2020-04-29,Jackson,Florida,12063.0,14,0,1,0
2020-04-30,Jackson,Florida,12063.0,14,0,0,0
2020-05-01,Jackson,Florida,12063.0,14,0,0,0
2020-05-02,Jackson,Florida,12063.0,14,0,0,0
2020-05-03,Jackson,Florida,12063.0,15,0,1,0
2020-05-04,Jackson,Florida,12063.0,15,0,0,0
2020-05-05,Jackson,Florida,12063.0,15,0,0,0
2020-05-06,Jackson,Florida,12063.0,23,0,8,0
2020-05-07,Jackson,Florida,12063.0,31,0,8,0
2020-05-08,Jackson,Florida,12063.0,74,0,43,0
2020-05-09,Jackson,Florida,12063.0,72,0,-2,0
2020-05-10,Jackson,Florida,12063.0,91,0,19,0
2020-05-11,Jackson,Florida,12063.0,97,0,6,0
2020-05-12,Jackson,Florida,12063.0,131,0,34,0
2020-05-13,Jackson,Florida,12063.0,106,0,-25,0
2020-05-14,Jackson,Florida,12063.0,105,0,-1,0
2020-05-15,Jackson,Florida,12063.0,125,0,20,0
2020-05-16,Jackson,Florida,12063.0,126,0,1,0
2020-05-17,Jackson,Florida,12063.0,129,0,3,0
2020-05-18,Jackson,Florida,12063.0,131,0,2,0
2020-05-19,Jackson,Florida,12063.0,148,0,17,0
2020-05-20,Jackson,Florida,12063.0,171,0,23,0
2020-05-21,Jackson,Florida,12063.0,173,0,2,0
2020-05-22,Jackson,Florida,12063.0,219,0,46,0
2020-05-23,Jackson,Florida,12063.0,225,0,6,0
2020-05-24,Jackson,Florida,12063.0,230,0,5,0
2020-05-25,Jackson,Florida,12063.0,238,0,8,0
2020-05-26,Jackson,Florida,12063.0,239,0,1,0
2020-05-27,Jackson,Florida,12063.0,240,0,1,0
2020-05-28,Jackson,Florida,12063.0,241,0,1,0
2020-05-29,Jackson,Florida,12063.0,248,1,7,1
2020-05-30,Jackson,Florida,12063.0,249,1,1,0
2020-05-31,Jackson,Florida,12063.0,251,1,2,0
2020-06-01,Jackson,Florida,12063.0,256,1,5,0
2020-06-02,Jackson,Florida,12063.0,266,1,10,0
2020-06-03,Jackson,Florida,12063.0,269,1,3,0
2020-06-04,Jackson,Florida,12063.0,290,1,21,0
2020-06-05,Jackson,Florida,12063.0,298,1,8,0
2020-06-06,Jackson,Florida,12063.0,298,1,0,0
